# KSW Arabic — FULL master glossary / جدول المصطلحات العربية الكامل
# راجع عمود proposed_ar وعدّله مباشرة حيث تريد صيغة مختلفة، ثم أعد الملف.
# status: changed = قرار مُدار | matched-core = مطابق لترجمة Odoo الرسمية
#         changed (auto) = تنظيف تلقائي (إزالة تشكيل/توحيد مفهوم) | unchanged = يبقى كما هو
# source: labour-law/ksa-hr/sap-oracle/odoo-core/unify/auto/keep-current
# ملاحظة: العبارات الطويلة (تلميحات/مساعدة/رسائل) تُعالَج آلياً ولا تظهر هنا.
term_en,current_ar,proposed_ar,status,source,modules,note
Total Additional Commissions,إجمالي العمولات الإضافية,إجمالي العمولات الإضافية,unchanged,auto,"annual_leave,unpaid_leave",
Total Additional Inputs,إجمالي المدخلات الإضافية,إجمالي المدخلات الإضافية,unchanged,auto,payroll,
Total Allowance,إجمالي البدلات,إجمالي البدلات,unchanged,auto,commissions,
Total Calendar Days,إجمالي الأيام التقويمية,إجمالي الأيام التقويمية,unchanged,auto,annual_leave,
Total Collection Commission,إجمالي عمولة التحصيل,إجمالي عمولة التحصيل,unchanged,auto,commissions,
Total Combined Commission,إجمالي العمولة المشتركة,إجمالي العمولة المشتركة,unchanged,auto,commissions,
Total Commission,إجمالي العمولة,إجمالي العمولة,unchanged,auto,commissions,
Total Commissions,إجمالي العمولات,إجمالي العمولات,unchanged,auto,annual_leave,
Total Days,إجمالي الأيام,إجمالي الأيام,unchanged,auto,attendance_sheet,
Total Deductions,إجمالي الخصومات,إجمالي الخصومات,unchanged,auto,payroll,
Total Deductions This Month,إجمالي الخصومات هذا الشهر,إجمالي الخصومات هذا الشهر,unchanged,auto,deduction,
Total Late Minutes,إجمالي دقائق التأخير,إجمالي دقائق التأخير,unchanged,auto,"attendance_leave,attendance_report",
Total NET,إجمالي الصافي,إجمالي الصافي,unchanged,auto,payroll,
Total Outstanding (other),الإجمالي المتبقي (أخرى),الإجمالي المتبقي (أخرى),unchanged,auto,deduction,
Total Payable,الإجمالي المستحق,الإجمالي المستحق,unchanged,keep-current,commissions,ترجمة الأساسي بها خطأ إملائي
Total Sales Commission,إجمالي عمولة المبيعات,إجمالي عمولة المبيعات,unchanged,auto,commissions,
Total Trips (Mult.),إجمالي الرحلات (مضاعفة),إجمالي الرحلات (مضاعفة),unchanged,auto,commissions,
Total Worked Hours,إجمالي ساعات العمل,إجمالي ساعات العمل,unchanged,auto,attendance_report,
TOTALS,الإجمالي,الإجمالي,unchanged,auto,commissions,
Travel Allowance,بدل السفر,بدل السفر,unchanged,auto,base_security,
Travel allowance,بدل السفر,بدل السفر,unchanged,auto,base_security,
Trip Base,أساس الرحلة,أساس الرحلة,unchanged,auto,commissions,
Trips,الرحلات,الرحلات,unchanged,auto,commissions,
Trips in band,الرحلات في الشريحة,الرحلات في الشريحة,unchanged,auto,commissions,
Update Employee ID - تحديث الرقم الوظيفي,تحديث الرقم الوظيفي,تحديث الرقم الوظيفي,unchanged,auto,payroll,
Update Employee Name - تحديث اسم الموظف,تحديث اسم الموظف,تحديث اسم الموظف,unchanged,auto,payroll,
Update National ID - تحديث الهوية,تحديث الهوية الوطنية,تحديث الهوية الوطنية,unchanged,auto,payroll,
Vacation Balance (days),رصيد الإجازة (أيام),رصيد الإجازة (أيام),unchanged,auto,deduction,
Vacation Balance Breakdown,تفاصيل رصيد الإجازة,تفاصيل رصيد الإجازة,unchanged,auto,deduction,
Vacation Balance Settlement,تسوية رصيد الإجازة,تسوية رصيد الإجازة,unchanged,auto,payroll,
Vacation Balance Value,قيمة رصيد الإجازة,قيمة رصيد الإجازة,unchanged,auto,deduction,
Valid From,صالح من,صالح من,unchanged,auto,leave_types,
Valid Until,صالح حتى,صالح حتى,unchanged,auto,leave_types,
Value Date,تاريخ القيمة,تاريخ القيمة,unchanged,auto,"commissions,payroll",
Vehicle,المركبة,المركبة,unchanged,auto,commissions,
Vehicle Commission,عمولة المركبة,عمولة المركبة,unchanged,auto,commissions,
Vehicle Number,رقم المركبة,رقم المركبة,unchanged,auto,commissions,
Visa Cost Recovery Description,وصف استرداد تكلفة التأشيرة,وصف استرداد تكلفة التأشيرة,unchanged,auto,unpaid_leave,
Visa Expire,انتهاء التأشيرة,انتهاء التأشيرة,unchanged,auto,base_security,
Voucher Type,نوع السند,نوع السند,unchanged,auto,ext_sync,
Why do you need this loan? (required),لماذا تحتاج هذا القرض؟ (مطلوب),لماذا تحتاج هذا القرض؟ (مطلوب),unchanged,auto,deduction,
Work From,العمل من,العمل من,unchanged,auto,working_schedule,
Work Site,موقع العمل,موقع العمل,unchanged,auto,commissions,
Work Sites,مواقع العمل,مواقع العمل,unchanged,auto,commissions,
Work To,العمل إلى,العمل إلى,unchanged,auto,working_schedule,
Workday,يوم عمل,يوم عمل,unchanged,auto,attendance_sheet,
Worked Day,يوم عمل فعلي,يوم عمل فعلي,unchanged,keep-current,payroll,الأساسي مطوَّل
Worked Hours,ساعات العمل,ساعات العمل,unchanged,keep-current,attendance_leave,الأساسي «ساعات العمل المقضية» — مطوَّل
Worked Hours (Net),ساعات العمل (صافي),ساعات العمل (صافي),unchanged,auto,attendance_leave,
Worked Hrs,ساعات العمل,ساعات العمل,unchanged,auto,attendance_report,
X Can Acc Approve,يمكن للمحاسبة الاعتماد,يمكن للمحاسبة الاعتماد,unchanged,auto,annual_leave,
X Can Cancel,يمكن الإلغاء,يمكن الإلغاء,unchanged,auto,deduction,
X Can Confirm Return Hr,يمكن للموارد البشرية تأكيد العودة,يمكن للموارد البشرية تأكيد العودة,unchanged,auto,annual_leave,
X Can Confirm Return Manager,يمكن للمدير تأكيد العودة,يمكن للمدير تأكيد العودة,unchanged,auto,annual_leave,
X Can Dm Approve,يمكن للمدير المباشر الاعتماد,يمكن للمدير المباشر الاعتماد,unchanged,auto,"annual_leave,deduction",
X Can Edit Installments,يمكن تعديل الأقساط,يمكن تعديل الأقساط,unchanged,auto,deduction,
X Can Gm Final Approve,يمكن للمدير العام الاعتماد النهائي,يمكن للمدير العام الاعتماد النهائي,unchanged,auto,annual_leave,
X Can Gm Initial Approve,يمكن للمدير العام الاعتماد الأولي,يمكن للمدير العام الاعتماد الأولي,unchanged,auto,annual_leave,
X Can Gm Return,يمكن للمدير العام الإعادة,يمكن للمدير العام الإعادة,unchanged,auto,annual_leave,
X Can Hr Approve,يمكن للموارد البشرية الاعتماد,يمكن للموارد البشرية الاعتماد,unchanged,auto,annual_leave,
X Can Select Loan Type,يمكن اختيار نوع القرض,يمكن اختيار نوع القرض,unchanged,auto,deduction,
X Can Sign,يمكن التوقيع,يمكن التوقيع,unchanged,auto,annual_leave,
X Can Submit,يمكن الإرسال,يمكن الإرسال,unchanged,auto,deduction,
X Deduction Currency,عملة الخصم,عملة الخصم,unchanged,auto,deduction,
X Refused Date,تاريخ الرفض,تاريخ الرفض,unchanged,auto,deduction,
X Stale Alert Sent,تم إرسال تنبيه التقادم,تم إرسال تنبيه التقادم,unchanged,auto,attendance_leave,
X Unwind Data,بيانات الاسترجاع,بيانات الاسترجاع,unchanged,auto,commissions,
Years of Service,سنوات الخدمة,سنوات الخدمة,unchanged,auto,annual_leave,
You are requesting,أنت تطلب,أنت تطلب,unchanged,auto,deduction,
You have no loan requests yet,لا توجد لديك طلبات قروض بعد,لا توجد لديك طلبات قروض بعد,unchanged,auto,deduction,
× Price,× السعر,× السعر,unchanged,auto,commissions,
— No Department —,— بلا قسم —,— بلا قسم —,unchanged,auto,commissions,
↩ Reset to Draft,↩ إعادة إلى المسودة,↩ إعادة إلى المسودة,unchanged,auto,attendance_sheet,
↩ Return to Approver,↩ إعادة إلى المعتمد,↩ إعادة إلى المعتمد,unchanged,auto,annual_leave,
⚠ Combined Leave,⚠ إجازة مدمجة,⚠ إجازة مدمجة,unchanged,auto,annual_leave,
⚠ Full Clearance,⚠ تصفية رصيد كاملة,⚠ تصفية رصيد كاملة,unchanged,auto,annual_leave,
⛔ Refuse,⛔ رفض,⛔ رفض,unchanged,auto,deduction,
✅ Annual — Fully Approved,✅ سنوية — معتمدة بالكامل,✅ سنوية — معتمدة بالكامل,unchanged,auto,annual_leave,
✅ Approve (Accounting),✅ اعتماد (المحاسبة) | ✅ موافقة المحاسبة,✅ اعتماد (المحاسبة),unchanged,auto,"annual_leave,deduction",
✅ Approve (DM),✅ اعتماد (المدير المباشر) | ✅ موافقة المدير المباشر,✅ اعتماد (المدير المباشر),unchanged,auto,"annual_leave,deduction",
✅ Approve (HR),✅ اعتماد (الموارد البشرية) | ✅ موافقة الموارد البشرية,✅ اعتماد (الموارد البشرية),unchanged,auto,"annual_leave,deduction",
✅ Approved,✅ معتمد,✅ معتمد,unchanged,auto,unpaid_leave,
✅ Confirm & Finalise,✅ تأكيد وإنهاء,✅ تأكيد وإنهاء,unchanged,auto,annual_leave,
✅ Confirm Disbursement,✅ تأكيد الصرف,✅ تأكيد الصرف,unchanged,auto,deduction,
✅ Final Approve (GM),✅ الاعتماد النهائي (المدير العام) | ✅ الموافقة النهائية (المدير العام),✅ الاعتماد النهائي (المدير العام),unchanged,auto,"annual_leave,deduction",
✅ Submit,✅ إرسال,✅ إرسال,unchanged,auto,attendance_leave,
✓ All Present,✓ جميعهم حاضرون,✓ جميعهم حاضرون,unchanged,auto,attendance_sheet,
✓ Done,✓ تم,✓ تم,unchanged,auto,commissions,
✔ Accepted,✔ مقبول,✔ مقبول,unchanged,auto,attendance_leave,
✗ All Absent,✗ جميعهم غائبون,✗ جميعهم غائبون,unchanged,auto,attendance_sheet,
➕ Record New Penalty,➕ تسجيل غرامة جديدة,➕ تسجيل غرامة جديدة,unchanged,auto,deduction,
⟳ Generate All Sheets,⟳ إنشاء جميع الكشوف,⟳ إنشاء جميع الكشوف,unchanged,auto,attendance_sheet,
🏖️ On Vacation,🏖️ في إجازة,🏖️ في إجازة,unchanged,auto,annual_leave,
🏢 EOS Review,🏢 مراجعة نهاية الخدمة,🏢 مراجعة نهاية الخدمة,unchanged,auto,eos_leave,
💰 Accounting,💰 المحاسبة,💰 المحاسبة,unchanged,auto,annual_leave,
📊 Decision Support,📊 دعم القرار,📊 دعم القرار,unchanged,auto,annual_leave,
📋 Full Clearance,📋 تصفية رصيد كاملة,📋 تصفية رصيد كاملة,unchanged,auto,annual_leave,
📎 Attachments,📎 المرفقات,📎 المرفقات,unchanged,auto,annual_leave,
📜 Approval Trail,📜 سجل الاعتمادات,📜 سجل الاعتمادات,unchanged,auto,annual_leave,
📝 HR Review,📝 مراجعة الموارد البشرية,📝 مراجعة الموارد البشرية,unchanged,auto,annual_leave,
🖨 Print Report,🖨 طباعة التقرير,🖨 طباعة التقرير,unchanged,auto,attendance_report,
# ─── مصطلحات تبقى كما هي عمداً رغم اختلافها عن Odoo (للاطلاع فقط) ───
# KEEP: <strong>Bank Account</strong> = <strong>الحساب البنكي</strong> — ترجمة Odoo الأساسية معطوبة (وسوم HTML معكوسة)
# KEEP: <strong>Designation</strong> = <strong>المسمى الوظيفي</strong> — الأساسي «التعيين» — المقصود المسمى الوظيفي
# KEEP: <strong>Date From</strong> = <strong>من تاريخ</strong> — قالب تقرير KSW؛ «من تاريخ» أوضح
# KEEP: <strong>Date To</strong> = <strong>إلى تاريخ</strong> — قالب تقرير KSW؛ «إلى تاريخ» أوضح
# KEEP: <strong>Reference</strong> = <strong>المرجع</strong> — الأساسي «رقم الإشارة» — غير مناسب
# KEEP: Deduction = الخصم — قرار المستخدم رقم 3: «خصم» وليس «الاستقطاعات»
# KEEP: HR Approval = اعتماد الموارد البشرية — سجل «اعتماد» (الأساسي: موافقة)
# KEEP: Time Off Approval = اعتماد الإجازات — سجل «اعتماد» (الأساسي: الموافقة على طلب الإجازة)
